Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Transmission_oil_temperature,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON_OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Trip,Time(s)
1152,0,12.7,0.8,37,0,18.8,3,0,0,0,2.3,2076,32,8.6,53.9,37.1,86,1040,32,43.1,2.3,78.9,53.9,230,1,15,508,0,3040,0,0,2034.3,2,90,22.6,21.6,21.7,22.5,2037,0,2,5,21,0.6,1,1.1,1,-0.6,0,5.1,1,1253
908.8,0,8.9,0.8,19,0,16.9,3,0,0,0,2.3,1814,23.8,8.6,1.7,24,86,1070,23.8,36.1,2,76.2,1.6,230,1,15,508,0,3040,0,0,1713.5,3,90,25,24,24.1,24.8,1707.8,1,0,5,23,0.3,1,1.1,1,-0.5,0,4.1,1,1254
345.6,0,6.1,5.5,0,0,13.7,3,0,0,0,3.1,1485,9.8,9,-2.2,12.8,85,1290,9.8,18,2,70.7,-2.4,230,1,15,508,0,3040,0,0,1526,3,90,25.3,24.1,24.1,25.1,1526.5,1,0,5,24,-0.2,1,1.1,1,-0.5,0,4.1,1,1255
320,0,6.1,6.3,0,0,14.1,3,0,0,0,3.9,1411,8.2,9.4,-4.1,9,85,1280,8.2,17.3,2.3,69.5,-3.8,230,1,15,508,0,3040,0,0,1498,3,90,24.8,24,24,24.6,1498,1,0,5,23,-0.3,2,1.5,1,-0.4,0,5.1,1,1256
294.4,0,6.1,4.7,0,0,13.7,3,0,0,0,3.9,1306,8.2,9.4,-2.5,7.5,85,1240,8.2,17.6,2.3,67.6,-2.6,230,1,15,508,0,3040,0,0,1402.5,3,90,23.1,22.3,22.5,23,1401.5,1,0,5,22,-0.9,2,6.7,1,-0.3,0,7.8,1,1257
268.8,0,6.1,3.1,0,0,13.7,3,0,0,0,3.9,1154,9.8,9.4,1.5,8.3,85,1160,9.8,18.8,2.3,65.2,1.5,230,1,15,508,0,3040,0,0,1219.8,3,91,20.1,19.2,19.3,20,1218.3,1,0,5,19,-1,2,7.8,1,-0.3,0,5.6,1,1258
268.8,0,6.1,1.6,0,0,14.1,3,0,0,0,3.9,1047,12.1,9.4,8.7,7.1,85,1060,12.1,22,2.3,63.3,9.1,230,1,15,508,0,3040,0,0,1038.3,3,91,17,16.1,16.2,16.9,1036.8,1,0,5,16,-1.1,2,9,1,-0.4,0,4.2,1,1259
332.8,0,6.6,1.6,0,0,14.5,3,0,0,0,3.9,945,15.6,9.4,13.9,4.5,85,960,15.6,30.2,2.3,60.9,14.4,230,1,15,508,0,3040,0,0,839.8,3,91,13.9,12.9,13,13.8,838.8,1,0,5,13,-0.9,2,7.2,0.5,-0.4,0,3.8,1,1260
320,0,6.1,-2.3,0,0,14.1,3,0,0,0,3.9,891,14.8,9.4,8.5,-0.4,85,880,14.8,34.1,2,59.8,8.3,230,1,15,508,0,3040,0,0,786.8,3,91,13,12.1,12.1,12.9,787.3,1,0,5,12,-0.1,1,1,0,-0.4,0,4,1,1261
294.4,0,6.1,-2.3,0,0,14.1,3,0,0,0,3.9,866,13.3,9.4,7.6,-0.8,85,850,13.7,31.8,2,59,7.9,230,1,15,508,0,3040,0,0,802.5,3,90,13.3,12.1,12.1,13.1,803.3,1,0,5,12,-0.1,1,1,0,-0.3,0,3.7,1,1262
281.6,0,6.1,-2.3,0,0,13.7,3,0,0,0,3.9,866,13.3,9.4,7,0,85,860,13.3,30.2,2,59,7,230,1,15,508,0,3040,0,0,810.8,3,90,13.4,12.1,12.1,13.3,811.3,1,0,5,12,-0.1,1,1,0,-0.3,4,0,1,1263
281.6,0,5.7,-3.1,0,0,13.7,3,0,0,0,3.9,868,12.9,9.4,6.5,0.4,85,860,12.9,29.4,2,59,6.4,230,1,15,508,0,3040,0,0,820.3,3,90,13.5,12.1,12.1,13.5,820.8,1,0,5,13,-0.1,1,1,0,-0.3,0,-1.1,1,1264
268.8,0,5.7,-3.9,0,0,13.7,3,0,0,0,3.9,870,12.9,9.4,6,1.1,85,860,12.9,29,2,59,6.3,230,1,15,508,0,3040,0,0,826.5,3,90,13.6,12.1,12.1,13.6,827.3,1,0,5,13,-0.1,1,1.1,0,-0.3,0,-1.5,1,1265
268.8,0,5.7,-3.9,0,0,13.7,3,0,0,0,3.9,874,12.5,9.8,5.3,0.8,85,870,12.5,29,2,59.4,5.6,230,1,15,508,0,3040,0,0,835.3,3,90,13.8,12.2,12.1,13.8,835.8,1,0,5,13,-0.1,1,1.1,0,-0.2,0,-1.1,1,1266
256,0,5.7,-3.9,0,0,13.7,3,0,0,0,3.9,873,12.1,9.4,5.6,0.8,85,870,12.5,28.6,2,59,5.8,230,1,15,508,0,3040,0,0,838.5,3,90,13.9,12.1,12.1,13.8,839,1,0,5,13,-0.1,1,1,0,-0.2,0,-0.6,1,1267
268.8,0,5.7,-3.1,0,0,13.7,3,0,0,0,3.9,868,12.5,9.4,5.9,0.8,86,870,12.1,28.6,2,59,5.8,230,1,15,508,0,3040,0,0,838.3,3,90,13.9,12.3,12.2,13.8,838.8,1,0,5,13,-0.1,1,1,0,-0.2,0,-1,1,1268
268.8,0,5.7,-3.1,0,0,13.7,3,0,0,0,3.9,862,12.5,9.4,7.2,1.5,86,870,12.5,28.2,2,59,7.6,230,1,15,508,0,3040,0,0,832.3,3,90,13.8,12.2,12.1,13.8,832.5,1,0,5,13,-0.3,2,2.6,0,-0.2,16,-18.7,1,1269
294.4,0,6.6,-2.3,0,0,14.1,3,0,0,0,3.9,837,15.6,9.4,15.6,3.4,86,850,15.6,32.9,2,58.2,16.1,230,1,15,508,0,3040,0,0,707.5,3,90,11.8,10.8,10.8,11.6,706.3,1,0,5,11,-1,2,8.2,0,-0.2,8,-27.3,1,1270
358.4,0,6.6,0,0,0,14.5,3,0,0,0,3.9,836,17.2,9.4,14.4,0.4,86,830,17.2,37.6,2,57.8,14.3,230,1,15,508,0,3040,0,0,580.5,3,90,9.6,8.1,8.2,9.5,580.5,1,0,5,9,-0.4,1,3.4,0,-0.2,8,-29.6,1,1271
345.6,0,6.6,1.6,0,0,14.1,3,0,0,0,3.9,841,16,9.4,15.4,0,86,830,16.4,36.1,2,57.8,15.6,230,1,15,508,0,3040,0,0,603.8,3,90,10,9,9.3,10,604.5,1,0,5,9,0,2,1.1,0,-0.1,20,-8.7,1,1272
332.8,0,6.6,0.8,0,0,14.1,3,0,0,0,3.9,825,16,9.4,14.1,0.4,86,820,16.4,36.5,2,57.4,14.3,230,1,15,508,0,3040,0,0,630,3,90,10.4,10,10,10.4,630.8,1,0,5,10,-0.1,2,1.6,0,-0.1,0,-6.1,1,1273
345.6,0,6.6,0.8,0,0,14.1,3,0,0,0,3.9,823,16,9.8,13.4,0,86,820,16,36.1,2,57.4,13.4,230,1,15,508,0,3040,0,0,652.8,3,90,10.8,10,10,10.8,653.5,1,0,5,10,-0.1,2,2,0,0,0,-5.8,1,1274
332.8,0,6.6,0.8,0,0,14.1,3,0,0,0,3.9,825,16,9.4,13.8,0.4,87,820,16,36.5,2,57.4,13.7,230,1,15,508,0,3040,0,0,643,3,90,10.6,10,10,10.5,643.3,1,0,5,10,-0.4,2,3.1,0,0,0,-4.7,1,1275
332.8,0,6.6,0.8,0,0,14.1,3,0,0,0,3.9,832,15.6,9.4,13.2,-0.8,87,820,15.6,36.1,2,57.4,13.3,230,1,15,508,0,3040,0,0,650.3,3,90,10.8,10,10,10.6,651,1,0,5,10,0,1,1.1,0,0.1,8,16.3,1,1276
320,0,6.1,0,0,0,14.1,3,0,0,0,3.9,832,15.2,9.4,11.8,0,87,830,15.2,34.9,2,57.8,12.1,230,1,15,508,0,3040,0,0,687.5,3,90,11.3,10.1,10.1,11.3,688.5,1,0,5,11,0,1,1,0,0.1,4,21.8,1,1277
320,0,6.1,-0.8,0,0,14.1,3,0,0,0,3.9,831,14.8,9.4,11.2,0.8,87,840,14.8,34.1,2,57.8,11.5,230,1,15,508,0,3040,0,0,719.5,3,90,11.8,11.2,11.4,11.8,720.3,1,0,5,11,-0.1,2,1.1,0,0.1,0,13.8,1,1278
307.2,0,6.1,-0.8,0,0,14.1,3,0,0,0,3.9,831,14.8,9.4,12.7,0.8,87,840,14.8,34.5,2,57.8,12.7,230,1,15,508,0,3040,0,0,725.3,3,90,11.9,11.4,11.6,11.9,725.8,1,0,5,11,-0.2,2,2.6,0,0,8,4.8,1,1279
320,0,6.6,-0.8,0,0,14.1,3,0,0,0,3.9,829,15.6,9.4,13.7,0.8,87,830,15.6,35.3,2,57.8,13.8,230,1,15,508,0,3040,0,0,695,3,90,11.5,10.1,10.1,11.4,695.3,1,0,5,11,-0.3,2,3.5,0,0.1,0,4.8,1,1280
332.8,0,6.6,-0.8,0,0,14.1,3,0,0,0,3.9,828,16.4,9.4,15.1,0.4,87,830,16.4,36.5,2,57.8,15,230,1,15,508,0,3040,0,0,655.3,3,90,10.8,10,10,10.8,655.3,1,0,5,10,-0.3,2,3.5,0,0.1,0,3,1,1281
332.8,0,6.6,0.8,0,0,14.5,3,0,0,0,3.9,832,16.8,9.4,14.5,0.4,87,820,16.8,37.3,2,57.8,14.8,230,1,15,508,0,3040,0,0,620.3,3,90,10.3,10,10,10.1,620.5,1,0,5,9,-0.2,1,2.8,0,0.1,0,1.2,1,1282
345.6,0,6.6,0.8,0,0,14.1,3,0,0,0,3.9,838,16,9.4,14.1,-0.8,87,830,16,36.5,2,57.8,14.4,230,1,15,508,0,3040,0,0,633.8,3,90,10.5,10,10,10.4,634.5,1,0,5,10,0,1,1.1,0,0.1,0,-1.5,1,1283
422.4,0,8,0,13,0,14.9,3,0,0,0,3.1,966,22.3,9,51.2,14.6,87,830,22.3,38.8,2,60.5,51.3,230,1,15,508,0,3040,0,0,680.3,3,90,11.3,10.1,10.1,11.1,681.5,1,0,5,10,0.1,1,1.1,0,0.2,0,-2.4,1,1284
883.2,0,12.2,-0.8,36,0,18.4,3,0,0,0,2.3,1482,35.5,8.2,71.2,22.9,87,840,35.5,51.4,2,69.9,71.3,230,1,15,508,0,3040,0,0,810,3,90,13.4,12.5,12.7,13.3,812.3,1,0,5,12,0.7,1,1,0,0.2,4,-6.7,1,1285
1075.2,0,11.3,0,26,0,18.4,3,0,0,0,2.3,1619,34.8,8.2,31.6,19.5,87,910,34.4,52.2,2,73.4,31.6,230,1,15,508,0,3040,0,0,1020,3,90,17,15.9,16,16.8,1022.3,1,0,5,16,0.8,1,1.1,0,0.2,0,-7.1,1,1286
384,0,6.1,3.1,0,0,14.1,3,0,0,0,3.1,1197,16,8.6,6.7,14.3,87,1000,16,27.1,2.3,65.6,6.9,230,1,15,508,0,3040,0,0,1127.3,3,90,18.8,18,18,18.6,1127.8,1,0,5,17,0,2,1.7,0.5,0.1,0,-13,1,1287
294.4,0,6.1,4.7,0,0,13.7,3,0,0,0,3.9,1039,12.5,9,11.9,6.8,87,990,12.5,23.5,2.3,62.9,12.2,230,1,15,508,0,3040,0,0,1001.3,3,90,16.6,15.7,15.6,16.5,999.3,1,0,5,15,-1.5,2,12.1,1,0.2,0,-14.5,1,1288
371.2,0,7.1,3.1,0,0,14.5,3,0,0,0,3.9,905,17.2,9,19.4,4.5,87,900,17.2,33.7,2.3,59.8,19.6,230,1,15,508,0,3040,0,0,706,3,90,11.6,10.5,10.6,11.6,705,1,0,5,11,-1.6,2,13.5,0,0.3,0,-13.6,1,1289
371.2,0,6.6,0.8,0,0,14.5,3,0,0,0,3.1,868,16.8,9.4,9.1,-0.8,87,830,16.8,38,2,58.6,9.4,230,1,15,508,0,3040,0,0,578.3,3,90,7,5.9,6.1,6.9,580.5,1,0,5,6,-1.4,2,10.6,0,0.4,0,-11.9,1,1290
307.2,0,5.7,-0.8,0,0,13.7,3,0,0,0,3.9,837,13.3,9.4,6.3,-3,87,800,13.3,33.7,2,57.8,6.4,230,1,15,508,0,3040,0,0,774,1,90,5.3,4.1,4.1,5.3,774.8,1,0,5,5,-0.1,1,1.1,-15.5,0.4,0,-8.7,1,1291
281.6,0,6.1,-3.1,0,0,13.7,3,0,0,0,3.9,881,14.8,9,29.1,9.4,87,820,15.2,31,2,59,29.1,230,1,15,508,0,3040,0,0,827.3,1,90,5.6,4.1,4.1,5.5,828.3,1,0,5,5,0,1,1.1,0,0.4,0,-8.7,1,1292
435.2,0,7.1,-3.1,10,0,15.3,3,0,0,0,3.1,1149,22.3,9,20.7,22.5,88,830,22.3,34.5,2.3,64.5,20.1,230,1,15,508,0,3040,0,0,1010.8,1,90,6.9,6,6.1,6.9,1012.3,1,0,5,6,0.4,1,1,0,0.4,0,-8.3,1,1293
294.4,0,4.7,1.6,0,0,13.3,3,0,0,0,3.9,1053,12.5,9,6.1,6.4,88,830,12.5,24.3,2,62.9,6.1,230,1,15,508,0,3040,0,0,1040.8,1,90,8,7.9,7.7,8,1040.5,1,0,5,7,-0.1,2,1.1,0,0.4,0,-8,1,1294
243.2,0,5.2,0.8,0,0,13.3,3,0,0,0,3.9,842,11.7,9,4,4.9,88,800,11.7,25.9,2,58.2,4.1,230,1,15,508,0,3040,0,0,818.3,1,90,7.6,6.6,6.6,7.5,818.8,1,0,5,7,-0.6,2,4.8,0,0.4,0,-7.6,1,1295
230.4,0,5.7,-3.1,0,0,13.3,3,0,0,0,3.9,807,12.1,9.4,5.2,2.3,89,790,12.1,28.2,2,57,5.1,230,1,15,508,0,3040,0,0,774.8,1,90,5.5,4.5,4.5,5.5,775.3,1,0,5,5,-0.5,1,3.2,0,0.5,0,-2.6,1,1296
256,0,5.7,-3.9,0,0,13.3,3,0,0,0,3.9,811,12.1,9.4,13.3,1.9,89,800,12.5,29,2,57.4,13.3,230,1,15,508,0,3040,0,0,775.5,1,90,5.3,4.1,4.1,5.3,776,1,0,5,5,-0.1,1,1,0,0.5,0,-2.6,1,1297
627.2,0,10.8,-2.3,45,0,16.9,3,0,0,0,3.1,1219,29.7,8.6,70.3,21.8,89,820,29.7,45.1,2,64.8,70.3,230,1,15,508,0,3040,0,0,954.5,1,90,6.4,5.1,5.3,6.3,955,1,0,5,6,0.7,1,1.1,0,0.5,0,-2.1,1,1298
972.8,0,9.9,0.8,20,0,17.3,3,0,0,0,2.3,1782,29.7,8.2,6.7,25.5,89,830,29.3,43.9,2,75.8,6.7,230,1,15,508,0,3040,0,0,1591,1,90,11,10.2,10.3,11,1591.8,1,0,5,10,1.1,1,1.1,5.5,0.4,0,-5.2,1,1299
371.2,0,6.1,3.9,0,0,14.1,3,0,0,0,3.1,1367,11.3,8.6,3.8,15,89,830,11.3,20.8,2,68.8,4,230,1,15,508,0,3040,0,0,1336,1,90,12.6,12,12,12.6,1336.5,1,0,5,11,-0.1,2,1.4,0,0.4,0,-7.9,1,1300
256,0,5.2,4.7,0,0,13.3,3,0,0,0,3.9,976,10.5,9,2,2.6,89,830,10.5,22.4,2.3,61.3,2.4,230,1,15,508,0,3040,0,0,1050.3,2,90,11.6,10.7,10.8,11.6,1049.8,1,0,5,11,-0.6,2,4,0,0.4,0,-10.9,1,1301
256,0,5.7,2.3,0,0,13.7,3,0,0,0,3.9,878,11.3,9.4,5.8,3,89,820,11.3,25.1,2,59,5.7,230,1,15,508,0,3040,0,0,880,2,90,9.8,8.7,8.8,9.6,879.8,1,0,5,9,-0.7,2,4.7,0,0.5,4,-14.1,1,1302
268.8,0,6.1,-1.6,0,0,14.1,3,0,0,0,3.9,826,12.9,9.4,5.9,1.1,89,810,13.3,30.6,2,57.8,5.7,230,1,15,508,0,3040,0,0,779,2,90,7.8,6.9,6.9,7.8,779.5,1,0,5,7,-0.7,2,5.3,0,0.5,4,-19.5,1,1303
268.8,0,5.2,-2.3,0,0,13.7,3,0,0,0,3.9,815,12.1,9.4,4.1,0,89,790,12.1,29.4,2,57.4,4.3,230,1,15,508,0,3040,0,0,787.8,1,90,5.8,4.7,4.7,5.8,788,1,0,5,5,-0.5,2,2.4,13,0.5,0,-19.8,1,1304
243.2,0,5.7,-3.9,0,0,13.7,3,0,0,0,3.9,809,11.7,9.4,5.8,0.4,89,800,12.1,29,2,57,6,230,1,15,508,0,3040,0,0,770.3,1,90,5.3,4.1,4.1,5.3,770.8,1,0,5,5,-0.1,1,1,0,0.5,0,-19.3,1,1305
243.2,0,5.7,-3.9,0,0,13.7,3,0,0,0,3.9,806,12.5,9.4,8,0.8,90,810,12.5,29.4,2,57,8,230,1,15,508,0,3040,0,0,762.5,1,90,5.1,4.1,4.1,5.1,763,1,0,5,5,-0.1,2,1.5,0,0.5,4,-10.7,1,1306
256,0,6.1,-3.9,0,0,13.7,3,0,0,0,3.9,767,14.5,9.4,16.1,3.4,90,780,14.5,32.2,2,56.3,16.4,230,1,15,508,0,3040,0,0,654.5,1,90,4.4,3.7,3.7,4.4,653,1,0,5,4,-0.5,2,5.3,0,0.5,0,-8.5,1,1307
320,0,6.6,1.6,0,0,14.1,3,0,0,0,3.9,770,16.8,9.4,15.8,-0.4,90,760,16.8,38.4,2,56.3,15.8,230,1,15,508,0,3040,0,0,273.8,1,90,2,1,1,1.9,269.5,1,0,5,0,-1,2,11.4,0,0.5,0,-8.3,1,1308
281.6,0,5.7,2.3,0,0,13.7,3,0,0,0,3.9,694,14.8,9.4,12.3,-3.4,90,660,14.8,37.3,2,55.1,12.5,230,1,15,508,0,3040,0,0,5,1,90,0.1,0,0,0.3,4.3,1,0,5,0,-0.1,2,11.4,0,0.5,0,-9.2,1,1309
256,0,5.7,2.3,0,0,13.3,3,0,0,0,4.7,637,15.2,9.4,13.1,-2.3,90,630,15.2,36.9,2,54.7,13.3,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,0,2,11.5,0,0.5,0,-9,1,1310
243.2,0,5.2,0.8,0,0,13.3,3,0,0,0,4.7,630,15.2,9,13.5,-1.9,90,630,15.2,36.9,2,54.7,13.9,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,11.5,0,0.5,0,-9.3,1,1311
230.4,0,5.2,0,0,0,13.3,3,0,0,0,4.7,625,15.2,9,14.1,-1.9,90,630,15.6,36.9,2,54.7,14.2,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,0,2,11.5,0,0.5,0,-9.4,1,1312
243.2,0,5.2,-0.8,0,0,13.3,3,0,0,0,4.7,633,15.2,9,13,-1.1,90,630,15.2,36.1,2,54.7,12.9,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,0,2,11.5,0,0.5,0,-5.6,1,1313
230.4,0,5.2,-0.8,0,0,13.3,3,0,0,0,4.7,630,14.8,9,12.9,0,90,630,14.8,35.7,2,54.7,13.3,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,12.3,0,0.5,0,-6.4,1,1314
217.6,0,5.2,-1.6,0,0,13.3,3,0,0,0,4.7,630,14.8,9,13.3,0,90,630,15.2,35.7,2,54.7,13.7,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,12.4,0,0.5,0,-8,1,1315
243.2,0,5.2,-1.6,0,0,13.3,3,0,0,0,4.7,632,14.8,9,13.3,-0.4,90,630,14.8,35.7,2,54.7,13.5,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,12.4,0,0.5,0,-8,1,1316
230.4,0,5.2,-1.6,0,0,13.3,3,0,0,0,4.7,629,14.8,9,13.8,0,90,630,15.2,35.7,2,54.7,14.2,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,12.4,0,0.5,0,-8.3,1,1317
230.4,0,5.2,-0.8,0,0,13.3,3,0,0,0,4.7,628,14.8,9,13.5,-0.4,91,630,14.8,36.1,2,54.7,13.8,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,0,2,12.4,0,0.5,0,-9.3,1,1318
230.4,0,5.2,-0.8,0,0,13.3,3,0,0,0,4.7,627,14.8,9,13.5,0,91,630,15.2,35.7,2,54.7,13.6,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,12.4,0,0.5,0,-9.1,1,1319
230.4,0,5.2,-0.8,0,0,13.3,3,0,0,0,4.7,628,14.8,9,13.3,-0.4,91,630,14.8,36.1,2,54.7,13.3,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,12.4,0,0.5,0,-9.4,1,1320
230.4,0,5.2,-0.8,0,0,13.3,3,0,0,0,4.7,631,14.8,9,10.6,0,91,630,14.8,35.7,2,54.7,10.5,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,0.1,1,7.5,0,0.5,0,-9.5,1,1321
256,0,5.7,-0.8,0,0,13.7,3,0,0,0,4.7,683,14.8,9,10.9,0,91,680,14.8,35.3,2,54.7,11.2,230,1,15,508,0,3040,0,0,170,1,90,0.9,0.1,0.1,0.8,172.5,1,0,5,0,0.3,1,1,0,0.5,0,-10,1,1322
281.6,0,6.1,0,0,0,13.7,3,0,0,0,3.9,730,15.2,9,14.9,0,91,740,15.2,36.1,2,55.5,14.8,230,1,15,508,0,3040,0,0,357.5,1,90,2.4,1.7,1.6,2.3,360,1,0,5,1,0.3,1,1,0,0.5,0,-10.4,1,1323
294.4,0,6.1,0.8,0,0,13.7,3,0,0,0,3.9,770,14.8,9,12.5,0.4,91,770,14.8,35.3,2,55.9,13,230,1,15,508,0,3040,0,0,537.5,1,90,3.6,2.5,2.5,3.6,539.5,1,0,5,3,0.2,1,1.1,0,0.5,0,-10.4,1,1324
281.6,0,5.7,0,0,0,13.7,3,0,0,0,3.9,783,14.1,9,10.5,0.8,91,800,14.1,33.3,2,56.3,10.4,230,1,15,508,0,3040,0,0,664.3,1,90,4.5,4,4,4.5,665.8,1,0,5,4,0.1,1,1.1,0,0.5,0,-10.3,1,1325
268.8,0,5.7,0,0,0,13.7,3,0,0,0,3.9,805,12.9,9,8.4,-0.4,91,810,12.9,31.8,2,56.6,8.7,230,1,15,508,0,3040,0,0,740.5,1,90,5,4.1,4.1,5,741.5,1,0,5,4,0,2,1.1,0,0.5,0,-10.1,1,1326
256,0,5.7,-1.6,0,0,13.3,3,0,0,0,3.9,778,12.9,9,12.4,1.1,91,780,12.9,31,2,56.3,12.4,230,1,15,508,0,3040,0,0,711,1,90,4.9,4,4,4.8,710.3,1,0,5,4,-0.3,2,3.3,0,0.5,0,-4.7,1,1327
281.6,0,6.6,0,0,0,14.1,3,0,0,0,3.9,765,15.2,9,14.6,2.3,92,770,15.2,34.9,2,55.9,14.9,230,1,15,508,0,3040,0,0,585.3,1,90,4,3.1,3.2,3.9,584.8,1,0,5,3,-0.3,2,4.1,0,0.5,0,-4.4,1,1328
307.2,0,6.6,0.8,0,0,14.1,3,0,0,0,3.9,768,16,9,17.5,0.8,92,770,16,36.9,2,55.9,17.5,230,1,15,508,0,3040,0,0,467.5,1,90,3.1,2.1,2.1,3.1,466.5,1,0,5,3,-0.4,2,6,0,0.5,4,-9.6,1,1329
332.8,0,6.6,3.1,0,0,14.1,3,0,0,0,3.9,766,15.6,9,12.2,-1.5,92,750,16,38,2,55.9,11.9,230,1,15,508,0,3040,0,0,282.5,1,90,1.9,1.1,1.1,1.9,281.3,1,0,5,0,-0.4,2,6.7,0,0.5,0,-9.5,1,1330
256,0,5.7,2.3,0,0,13.7,3,0,0,0,3.9,679,14.5,9,12.2,-2.3,92,650,14.5,36.1,2,54.7,12.3,230,1,15,508,0,3040,0,0,102.5,1,90,0.8,0,0,0.8,104.5,1,0,5,0,-0.4,2,6.7,0,0.5,0,-9.8,1,1331
243.2,0,5.2,0.8,0,0,13.3,3,0,0,0,4.7,637,14.5,9,12.7,-1.1,92,630,14.5,35.7,2,54.7,12.8,230,1,15,508,0,3040,0,0,0,1,90,0.1,0,0,0.3,0,1,0,5,0,-0.1,2,6.6,0,0.5,0,-9.7,1,1332
230.4,0,5.2,-0.8,0,0,13.3,3,0,0,0,4.7,630,14.5,9,12.7,-0.8,92,630,14.8,35.7,2,54.3,12.8,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,6.6,0,0.5,0,-9.8,1,1333
230.4,0,5.2,-1.6,0,0,13.3,3,0,0,0,4.7,627,14.8,9,13.4,-0.4,92,630,14.8,35.7,2,54.3,13.7,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,0,2,6.6,0,0.5,0,-10.4,1,1334
230.4,0,5.2,-0.8,0,0,13.3,3,0,0,0,4.7,625,14.8,9,14.1,-0.4,92,630,14.8,35.7,2,54.3,14.2,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,0,2,6.6,0,0.5,0,-10.4,1,1335
230.4,0,5.2,-1.6,0,0,13.3,3,0,0,0,4.7,627,14.8,9,14,0,92,630,14.8,36.1,2,54.3,13.9,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,0,2,6.6,0,0.5,0,-10.7,1,1336
230.4,0,5.2,-0.8,0,0,13.3,3,0,0,0,4.7,625,14.8,9,13.9,-0.4,93,630,14.8,35.7,2,54.3,14.1,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,6.6,0,0.5,0,-10.4,1,1337
230.4,0,5.2,-1.6,0,0,13.3,3,0,0,0,4.7,628,14.8,9,14,-0.4,93,630,14.8,35.7,2,54.3,14.1,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,6.7,0,0.5,0,-10.2,1,1338
230.4,0,5.2,-0.8,0,0,13.3,3,0,0,0,4.7,628,14.8,9,12.3,-0.4,93,630,14.8,35.7,2,54.3,12.6,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,0,2,6.7,0,0.5,0,-10.4,1,1339
230.4,0,5.2,-1.6,0,0,13.3,3,0,0,0,4.7,628,14.8,9,13.4,-0.4,93,630,14.8,35.7,2,54.3,13.3,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,6.8,0,0.5,0,-10.4,1,1340
230.4,0,5.2,-1.6,0,0,13.3,3,0,0,0,4.7,629,14.8,9,14.6,-0.4,93,630,14.8,35.7,2,54.3,14.7,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,6.8,0,0.5,0,-10.5,1,1341
