Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Transmission_oil_temperature,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Trip,Time(s),Driver
243.2,0,5.2,2.3,0,0,13.3,3,0,0,0,5.5,627,14.8,9.4,12.3,-0.4,92,630,14.8,36.1,2,53.9,12.7,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,24.9,0,-0.1,0,3,1,599,B
243.2,0,5.2,2.3,0,0,13.3,3,0,0,0,5.5,626,14.8,9.4,12.1,-0.4,92,630,14.8,36.5,2,53.9,12,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25,0,-0.1,0,3.1,1,600,B
243.2,0,5.2,2.3,0,0,13.3,3,0,0,0,5.5,631,14.8,9.4,11.7,-0.4,92,630,14.8,35.7,2,54.3,12,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25,0,-0.1,0,3.2,1,601,B
243.2,0,5.2,1.6,0,0,13.3,3,0,0,0,5.5,630,14.8,9.4,11.4,-0.4,92,630,14.8,35.7,2,53.9,11.9,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.1,0,-0.1,0,3.3,1,602,B
243.2,0,5.2,1.6,0,0,13.3,3,0,0,0,5.5,630,14.8,9.4,11.7,-0.4,92,630,14.8,35.7,2,54.3,11.7,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.1,0,-0.1,0,3.3,1,603,B
243.2,0,5.2,1.6,0,0,13.3,3,0,0,0,5.5,627,14.8,9.4,12.2,-0.4,92,630,14.8,36.1,2,54.3,12.5,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.1,0,-0.1,0,3.3,1,604,B
243.2,0,5.2,1.6,0,0,13.3,3,0,0,0,5.5,630,14.5,9.4,13.2,-0.4,92,630,14.8,35.7,2,54.3,13.2,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.2,0,-0.1,0,3.3,1,605,B
243.2,0,5.2,1.6,0,0,13.3,3,0,0,0,5.5,628,14.8,9.4,11.8,-0.4,92,630,14.8,35.7,2,53.9,12.3,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.2,0,-0.1,0,3.3,1,606,B
243.2,0,5.2,1.6,0,0,13.3,3,0,0,0,5.5,628,14.8,9,12.2,-0.4,92,630,14.8,35.7,2,53.9,12.3,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.2,0,-0.1,0,3.2,1,607,B
243.2,0,5.2,1.6,0,0,13.3,3,0,0,0,5.5,628,14.5,9,11.6,-0.4,93,630,14.8,36.1,2,53.9,12.1,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.2,0,-0.1,0,3,1,608,B
243.2,0,5.2,1.6,0,0,13.3,3,0,0,0,5.5,627,14.8,9,12,-0.4,93,630,14.8,35.7,2,53.9,12.2,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.2,0,-0.1,0,3.3,1,609,B
230.4,0,5.2,1.6,0,0,13.3,3,0,0,0,5.5,629,14.8,9,12.6,-0.4,93,630,14.8,35.7,2,53.9,12.8,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.2,0,-0.1,0,3.3,1,610,B
243.2,0,5.2,1.6,0,0,13.3,3,0,0,0,5.5,628,14.8,9,13.1,0,93,630,14.8,35.7,2,53.9,13,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.2,0,-0.1,0,3.3,1,611,B
243.2,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,630,14.5,9.4,13.1,-0.4,93,630,14.8,35.7,2,53.9,13.2,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.2,0,-0.1,0,3.3,1,612,B
243.2,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,627,14.8,9,12.3,-0.4,93,630,14.8,36.1,2,53.9,12.7,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.2,0,-0.1,0,3,1,613,B
230.4,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,629,14.8,9,11.9,-0.4,93,630,14.8,35.7,2,53.9,12.3,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.2,0,-0.1,0,3.2,1,614,B
230.4,0,5.2,0.8,0,0,13.7,3,0,0,0,5.5,629,14.8,9.4,12.4,0,93,630,14.8,35.7,2,53.9,12.4,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.2,0,-0.1,0,3.3,1,615,B
230.4,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,628,14.5,9,12.1,-0.4,93,630,14.8,35.7,2,53.9,12.6,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.2,0,-0.1,0,3.3,1,616,B
243.2,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,627,14.8,9,12.5,-0.8,93,630,14.8,36.1,2,53.9,12.5,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.3,0,-0.1,0,3.3,1,617,B
243.2,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,627,14.8,9,12,-0.4,93,630,14.8,36.1,2,53.9,12.2,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.4,0,-0.1,0,3,1,618,B
243.2,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,628,14.5,9,12,-0.4,93,630,14.8,35.7,2,53.9,12.4,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.4,0,-0.1,0,3.3,1,619,B
243.2,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,626,14.8,9,12.8,-0.4,93,630,14.8,35.7,2,53.9,12.8,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.4,0,-0.1,0,3.3,1,620,B
230.4,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,629,14.8,9,12.9,-0.4,93,630,14.8,35.7,2,53.9,13.3,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.4,0,-0.1,0,3,1,621,B
230.4,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,629,14.8,9,12.5,-0.4,93,630,14.8,35.7,2,53.9,12.8,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.4,0,-0.1,0,3,1,622,B
230.4,0,5.2,0,0,0,13.7,3,0,0,0,5.5,628,14.8,9,13.2,-0.4,93,630,14.8,35.7,2,53.9,13.2,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.4,0,-0.1,0,3,1,623,B
230.4,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,631,14.5,9,12.6,-0.4,93,630,14.5,35.7,2,53.9,12.7,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.5,0,-0.1,0,3.3,1,624,B
230.4,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,631,14.5,9,12.1,-0.4,93,630,14.5,35.7,2,53.9,12.2,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.5,0,-0.1,0,3.3,1,625,B
243.2,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,627,14.5,9,12.6,0,94,630,14.5,35.7,2,53.9,12.9,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.5,0,-0.1,0,3.3,1,626,B
230.4,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,629,14.5,9,12.4,0,94,630,14.5,35.7,2,53.9,12.7,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.5,0,-0.1,0,3,1,627,B
230.4,0,5.2,0,0,0,13.3,3,0,0,0,5.5,627,14.5,9,12.5,-0.4,94,630,14.8,35.7,2,53.9,12.9,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,-0.1,2,25.5,0,-0.1,0,3.3,1,628,B
243.2,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,634,14.5,9,8.2,-1.5,94,630,14.5,36.5,2,53.9,8.2,230,1,15,508,0,3040,0,0,0,1,89,0,0,0,0,0,1,0,5,0,0.1,1,9,0,-0.1,0,3.1,1,629,B
332.8,0,7.1,1.6,2,0,14.5,3,0,0,0,4.7,789,19.5,9,40.9,7.5,94,690,19.1,39.6,2,55.9,40.9,230,1,15,508,0,3040,0,0,208.8,1,89,1.1,0.2,0.3,1,212.3,1,0,5,0,0.4,1,0.9,0,-0.1,0,3.3,1,630,B
614.4,0,9.9,-0.8,27,0,16.5,3,0,0,0,3.9,1236,28.1,8.2,60.7,25.5,94,750,28.1,43.5,2.3,64.8,60.7,230,1,15,508,0,3040,0,0,681.8,1,89,4.5,3.7,3.7,4.5,688.3,1,0,5,4,1.1,1,0.9,0,-0.1,12,11.6,1,631,B
857.6,0,9.9,3.1,18,0,16.9,3,0,0,0,3.9,1584,29.3,7.8,23.2,28.9,94,790,28.9,42,2,71.1,23.2,230,1,15,508,0,3040,0,0,1314.5,1,89,9.1,8.4,8.4,9,1320.5,1,0,5,8,1.1,1,1,-4.5,-0.1,16,12.1,1,632,B
947.2,0,12.2,1.6,36,0,18.4,3,0,0,0,3.9,1839,28.9,8.2,34.2,34.1,94,820,28.9,40.4,2,75.8,34.2,230,1,15,508,0,3040,0,0,1704.3,1,89,11.6,10.8,10.9,11.5,1708,1,0,5,11,0.8,1,1,0,-0.2,32,-7,1,633,B
1318.4,0,16,-0.8,49,0,21.6,3,0,0,0,3.9,1994,35.2,7,77.4,17.6,94,850,38.3,54.1,2.3,77,77.3,230,1,15,508,0,3040,0,0,1743.3,1,89,14.6,13.6,13.8,14.5,1740.3,1,0,5,14,0.9,1,1.1,0,-0.1,20,-1.5,1,634,B
960,0,10.4,2.3,25,0,17.3,3,0,0,0,3.9,1802,27.7,7.8,27.3,34.1,94,930,27.7,38,2.3,75.4,27.3,230,1,15,508,0,3040,0,0,1639.3,2,89,18.4,17.5,17.5,18.3,1642,0,1,5,17,0.6,1,1.1,0,-0.2,0,-3.7,1,635,B
1049.6,0,12.7,0.8,36,0,18.8,3,0,0,0,3.9,1932,30.1,7.4,38,29.6,94,990,30.1,41.6,2.3,77,38,230,1,15,508,0,3040,0,0,1790.5,2,89,20,18.7,19,19.8,1792.5,1,0,5,19,0.5,1,1.1,0,-0.2,0,-1,1,636,B
704,0,8.9,3.1,18,0,16.1,3,0,0,0,3.9,1930,19.9,9,27.8,44.3,95,1040,20.3,27.1,2.3,77.3,33.7,230,1,15,508,0,3040,0,0,1862,2,89,21.3,20.1,20.1,21.1,1859.8,1,0,5,20,0,1,1,0,-0.4,0,-1.9,1,637,B
563.2,0,8,0.8,4,0,15.7,3,0,0,0,3.9,1423,18,9,7,15,95,1090,18,31,2.3,68.4,6.9,230,1,15,508,0,3040,0,0,1338.3,3,89,21.8,20.3,20.3,21.6,1335.8,1,0,5,20,0,1,1,0,-0.4,8,-4.8,1,638,B
332.8,0,6.1,2.3,0,0,14.1,3,0,0,0,4.7,1258,10.5,9.4,-1.8,7.9,95,1130,10.5,21.2,2.3,65.2,-1.8,230,1,15,508,0,3040,0,0,1290,3,89,21.4,20.1,20.1,21.3,1290.3,1,0,5,20,-0.2,1,0.9,0,-0.2,16,15.9,1,639,B
281.6,0,6.1,2.3,0,0,14.1,3,0,0,0,4.7,1176,10.2,9.4,14.8,12,95,1100,10.2,19.6,2.3,64.1,14.8,230,1,15,508,0,3040,0,0,1246,3,89,20.5,20,20,20.4,1246,1,0,5,19,-0.3,1,1,0,-0.3,0,13.5,1,640,B
678.4,0,10.8,3.1,28,0,17.3,3,0,0,0,3.9,1422,26.6,9,43.4,24.8,95,1090,26.6,39.2,2,67.6,43.3,230,1,15,508,0,3040,0,0,1245,3,89,20.4,20,20,20.3,1245.8,0,2,5,19,0.1,1,1,0.5,-0.2,0,26.7,1,641,B
652.8,0,8.9,1.6,13,0,16.1,3,0,0,0,3.9,1440,24.6,9,27.4,31.5,95,1110,24.6,35.3,2,68,27.4,230,1,15,508,0,3040,0,0,1292.5,3,89,21.3,20.3,20.1,21,1293.5,1,0,5,20,0.2,1,1,1,0.7,24,52.9,1,642,B
537.6,0,8.5,-0.8,15,0,15.7,3,0,0,0,4.7,1401,21.5,9,26,32.3,95,1130,21.5,31.4,2.3,67.6,25,230,1,15,508,0,3040,0,0,1296.5,3,89,21.1,20.5,20.6,21,1297,1,0,5,21,0,1,1,1.5,1.1,16,60.6,1,643,B
691.2,0,10.4,0,27,0,17.3,3,0,0,0,3.9,1484,26.2,8.6,50.5,22.5,95,1140,25.8,39.2,2,69.1,50.5,230,1,15,508,0,3040,0,0,1319.3,3,89,21.5,21,21,21.3,1320.5,0,2,5,21,0.1,1,1,2,0.7,20,36.5,1,644,B
550.4,0,7.1,2.3,1,0,14.9,3,0,0,0,3.9,1495,18.4,9,2.6,26.6,95,1190,18.4,27.5,2,69.5,2.4,230,1,15,508,0,3040,0,0,1421,3,89,23.5,22.9,23.1,23.4,1422.5,1,0,5,22,0,1,1,3,0.4,32,0.2,1,645,B
691.2,0,11.3,-0.8,30,0,17.3,3,0,0,0,3.9,1608,24.2,8.6,63.8,23.6,95,1250,23.8,35.7,2,71.5,63.7,230,1,15,508,0,3040,0,0,1528.5,3,89,25.3,24.4,24.5,25,1530.5,1,0,5,24,0,1,1,3.5,0.2,8,-2.6,1,646,B
716.8,0,8,0.8,5,0,15.7,3,0,0,0,3.9,1786,21.1,9,11.8,30,95,1370,20.7,29,2,75.4,11.8,230,1,15,508,0,3040,0,0,1726.3,3,89,28.9,27.7,27.8,28.6,1728.8,1,0,5,27,0,1,1,4,-0.2,28,-3.7,1,647,B
512,0,8,3.1,12,0,15.3,3,0,0,0,4.7,1896,16,9.4,11.2,38.6,94,1450,15.6,20.4,2.3,76.6,11.2,230,1,15,508,0,3040,0,0,1870.8,3,89,31.1,30.1,30.2,31,1872.3,1,0,5,29,-0.2,1,1,4,-0.1,4,-3,1,648,B
460.8,0,7.5,3.9,9,0,14.9,3,0,0,0,4.7,1845,14.5,9.4,14.4,39.4,94,1460,14.5,18.8,2,75.8,14.4,230,1,15,508,0,3040,0,0,1819.3,3,90,32.8,32,32,32.6,1815.8,1,0,5,31,-0.2,1,0.9,4,-0.3,0,-1.6,1,649,B
499.2,0,8.5,3.9,14,0,15.7,3,0,0,0,4.7,1562,18,9,25.8,33.8,93,1140,18,25.1,2,70.7,25.7,230,1,15,508,0,3040,0,0,1507,4,90,33,32,32,32.8,1507.5,1,0,5,31,-0.1,1,1,3.5,-0.3,0,-3.7,1,650,B
358.4,0,5.7,0,0,0,13.7,3,0,0,0,4.7,1371,9.4,9.4,-9.7,9,93,880,9.4,19.2,1.2,67.6,-10,230,1,15,508,0,3040,0,0,1490,4,90,32.8,31.8,31.9,32.5,1490.3,1,0,5,31,-0.2,1,1,3,-0.6,4,-7.4,1,651,B
217.6,0,5.2,4.7,0,0,13.3,3,0,0,0,5.5,963,8.2,9.8,-4.7,3.8,93,850,8.2,19.2,2.3,60.2,-4.3,230,1,15,508,0,3040,0,0,1385,4,90,30.3,29.1,29,30.3,1383.8,1,0,5,28,-1.2,2,11.2,1.5,-0.5,0,-6.1,1,652,B
230.4,0,5.2,-0.8,0,0,13.3,3,0,0,0,5.5,936,9,10.2,-4.2,1.1,93,850,9,21.6,2.3,59.8,-3.8,230,1,15,508,0,3040,0,0,1250.8,4,90,27.4,26.1,26.1,27.1,1250.8,1,0,5,26,-0.6,2,2.7,1,-0.2,0,-5.3,1,653,B
230.4,0,5.2,-0.8,0,0,13.7,3,0,0,0,5.5,889,9.4,10.5,-3.4,0.8,92,850,9.4,23.5,2,58.6,-3.2,230,1,15,508,0,3040,0,0,1202.8,4,90,26.3,25.2,25.5,26.1,1202.8,1,0,5,25,-0.5,2,2.5,1,0.1,20,8,1,654,B
230.4,0,5.2,0.8,0,0,13.3,3,0,0,0,5.5,869,9.4,10.9,-7.3,-0.4,91,850,9.4,24.3,2,57.8,-7.3,230,1,15,508,0,3040,0,0,1192.8,4,90,24.8,23.8,23.9,24.6,1195.8,1,0,5,23,-0.5,2,3.2,1,0.3,8,-2.5,1,655,B
268.8,0,5.7,0.8,0,0,13.7,3,0,0,0,4.7,994,10.2,10.9,-2.8,3,91,1050,10.2,23.9,2,60.5,-2.5,230,1,15,508,0,3040,0,0,1363.3,3,90,22.6,21.3,21.4,22.5,1362.3,1,0,5,21,-0.6,2,3.5,1,-0.2,24,-30.3,1,656,B
268.8,0,6.1,3.1,0,0,13.7,3,0,0,0,4.7,1097,10.5,10.9,4.3,6.4,91,1100,10.5,21.2,2.3,63.3,4.7,230,1,15,508,0,3040,0,0,1144,3,90,19,17.9,17.9,18.9,1141.3,1,0,5,17,-1.4,2,12.3,1,0,12,-14.5,1,657,B
307.2,0,6.6,2.3,0,0,14.1,3,0,0,0,4.7,961,13.3,10.5,8.5,4.9,90,970,13.7,27.5,2.3,60.5,8.7,230,1,15,508,0,3040,0,0,899.5,3,90,14.9,13.9,14.1,14.8,898.5,1,0,5,14,-0.3,1,2.1,0.5,0.2,4,-7.9,1,658,B
320,0,7.1,0,0,0,14.5,3,0,0,0,4.7,883,15.6,10.2,17.2,3.4,90,900,15.6,33.7,2,58.2,17,230,1,15,508,0,3040,0,0,718.8,3,90,11.9,10.9,10.8,11.9,716,1,0,5,11,-1,2,12,0,0.1,0,-8.2,1,659,B
371.2,0,6.6,0.8,0,0,14.5,3,0,0,0,4.7,843,16.8,10.2,13.3,-0.8,90,820,16.8,38.8,2,57,13.6,230,1,15,508,0,3040,0,0,488.3,1,90,5.3,4.3,4.4,5.1,487.8,1,0,5,5,-1.4,2,13.5,1,0.1,0,-8,1,660,B
332.8,0,6.6,1.6,0,0,14.5,3,0,0,0,4.7,797,16,10.2,10.4,-0.4,90,770,16.4,38,2,55.9,10.8,230,1,15,508,0,3040,0,0,254.5,1,90,1.8,0.8,0.7,1.8,252.3,1,0,5,0,-0.3,2,6.9,0,0.1,0,-7.9,1,661,B
281.6,0,5.7,1.6,0,0,13.7,3,0,0,0,4.7,697,14.5,10.2,10.8,-1.9,90,660,14.5,35.7,2,54.7,10.9,230,1,15,508,0,3040,0,0,134.3,1,90,1,0.1,0.1,0.9,134,1,0,5,0,0.1,2,3.7,0,0.1,0,-8.2,1,662,B
256,0,5.7,0,0,0,13.7,3,0,0,0,5.5,664,14.8,10.2,19,-0.8,90,660,14.8,35.7,2,54.3,18,230,1,15,508,0,3040,0,0,84.3,1,90,0.5,0,0,0.5,85,1,0,5,0,0.3,1,1.1,0,0.1,0,-9.4,1,663,B
524.8,0,9.4,0,21,0,16.5,3,0,0,0,3.9,1058,27.3,9.4,56.4,15.8,89,720,27,46.3,2,60.9,56.4,230,1,15,508,0,3040,0,0,269,1,90,1.4,0.5,0.7,1.4,274,1,0,5,0,1,1,0.9,0,0.1,0,-11.7,1,664,B
883.2,0,12.2,-1.6,38,0,18.4,3,0,0,0,3.9,1473,34,8.6,76.5,24,88,760,34,51,2,68.8,76.5,230,1,15,508,0,3040,0,0,901.3,1,90,6.1,5.1,5.2,6,909,1,0,5,5,1.6,1,1,0,0,0,-12.7,1,665,B
1254.4,0,14.1,-0.8,37,0,20,3,0,0,0,3.9,1903,36.7,8.6,56.2,26.3,88,800,36.7,51.8,2,76.6,56.2,230,1,15,508,0,3040,0,0,1637.8,1,90,11.4,10.4,10.4,11.3,1644.8,1,0,5,10,1.5,1,1,3.5,0.1,0,3.3,1,666,B
1395.2,0,16.5,-2.3,54,0,21.6,3,0,0,0,3.9,2023,39.1,8.6,85.1,19.1,87,850,41,56.5,2.3,77.3,85.1,230,1,15,508,0,3040,0,0,1725.8,1,90,14.8,13.6,13.9,14.5,1719.5,1,0,5,14,1.2,1,1,0,0,0,0.1,1,667,B
1817.6,0,20.7,1.6,63,0,24.3,3,0,0,0,3.9,2061,48,8.2,100.5,14.6,87,930,48,68.6,2.3,77.7,101.6,230,1,15,508,0,3040,0,0,1675,2,90,18.6,17.8,17.8,18.4,1679.5,0,1,5,17,1.5,1,1,0,-0.1,0,0.1,1,668,B
2163.2,0,23.5,0.8,60,0,27.5,3,0,0,0,3.9,2161,50.8,8.2,80.7,11.3,87,1030,50.8,75.3,2.3,78.1,80.2,230,1,15,508,0,3040,0,0,2063.3,2,90,23,21.8,22.3,22.8,2067,0,2,5,22,1.6,1,1,0.5,-0.2,0,-3.3,1,669,B
1036.8,0,9.4,2.3,13,0,16.9,3,0,0,0,3.9,2234,22.7,9.8,-5.5,34.9,87,1060,22.7,30.6,2.3,78.5,-5.9,230,1,15,508,0,3040,0,0,2199.3,2,90,24.9,23.9,24,24.9,2197.8,1,0,5,23,0.4,1,1,1.5,-0.3,4,-6.2,1,670,B
601.6,0,10.8,6.3,18,0,16.9,3,0,0,0,3.9,1562,18.4,9.4,80.1,13.9,87,1120,18.8,32.2,1.2,71.1,80.5,230,1,15,508,0,3040,0,0,1489.5,3,90,23.4,22.3,22.4,23.1,1484,1,0,5,22,0,1,1,2,-0.3,0,-6.9,1,671,B
1740.8,0,24,0,61,0,26.7,3,0,0,0,3.9,1876,49.2,7.8,102.7,8.6,87,1210,49.2,76.5,2,76.2,102.7,230,1,15,508,0,3040,0,0,1453.8,3,90,24.1,22.9,23,23.9,1455.3,0,2,5,23,1.1,1,1,3,-0.3,0,-9,1,672,B
1971.2,0,22.6,0.8,44,0,26.7,3,0,0,0,3.9,1934,50.4,7.8,94.6,7.9,87,1290,50.4,78,2.3,76.6,94.1,230,1,15,508,0,3040,0,0,1594.8,3,90,26.4,25.3,25.5,26.3,1596.5,1,0,5,25,1.1,1,1,4,0.1,16,10.1,1,673,B
972.8,0,8.9,0.8,3,0,16.5,3,0,0,0,3.9,1823,25.4,9.4,7.9,23.6,87,1380,25,35.3,2,75.8,8,230,1,15,508,0,3040,0,0,1660.8,3,90,27.6,26.4,26.3,27.4,1661,1,0,5,26,0.4,1,1,4.5,0,0,4.8,1,674,B
460.8,0,7.5,3.9,2,0,14.9,3,0,0,0,4.7,1605,15.2,9.8,6.8,26.3,87,1360,15.2,22,2,72.3,6.5,230,1,15,508,0,3040,0,0,1562.5,3,90,25.9,25,25,25.8,1561.8,1,0,5,24,-0.1,1,1,5.5,-0.3,4,-5.1,1,675,B
1318.4,0,29.1,6.3,69,0,28.2,3,0,0,0,3.9,1790,37.1,8.6,114.5,12.8,87,1280,35.9,57.6,2,73.8,114.9,230,1,15,508,0,3040,0,0,1492,3,90,24.6,23.5,23.9,24.4,1492.3,1,0,5,23,0.5,1,1,5.5,-0.3,16,2.3,1,676,B
2355.2,0,41.3,3.1,42,0,42.4,3,0,0,0,3.9,2157,50,8.2,60.2,13.5,87,1320,50,73.7,2.3,78.1,60.2,230,1,15,508,0,3040,0,0,1636.3,3,90,27.3,26.1,26.3,27,1637.5,1,0,5,26,1.3,1,1,5.5,-0.1,0,-9.3,1,677,B
1100.8,0,12.7,-0.8,28,0,18.8,3,0,0,0,3.9,1893,32.4,9,63.3,29.6,87,1410,32.4,45.1,2.3,76.6,63.1,230,1,15,508,0,3040,0,0,1716,3,90,28.6,27.6,27.7,28.4,1716.5,1,0,5,27,0.4,1,0.9,5.5,-0.7,24,-22.6,1,678,B
1164.8,0,13.6,0.8,30,0,19.6,3,0,0,0,3.9,1904,34.8,9,64.3,28.9,87,1420,34.8,48.2,2.3,77,64.1,230,1,15,508,0,3040,0,0,1692,3,90,28.1,26.9,27.1,27.9,1691.8,1,0,5,26,0.5,1,0.9,5.5,0,28,0.3,1,679,B
972.8,0,11.8,0,13,0,18.4,3,0,0,0,3.9,1831,29.3,9,82,25.9,87,1410,28.9,41.2,2,76.2,81.9,230,1,15,508,0,3040,0,0,1677.5,3,90,27.8,26.4,26.6,27.6,1678.5,1,0,5,26,0.4,1,0.9,5.5,-0.4,0,14.2,1,680,B
1113.6,0,11.3,-0.8,15,0,18.4,3,0,0,0,3.9,1972,30.5,9,25.3,35.3,87,1440,30.5,40.8,2.3,77.3,25.3,230,1,15,508,0,3040,0,0,1807.5,3,90,30,29.1,29.2,29.8,1809.5,1,0,5,29,0.4,1,0.9,5.5,-0.2,4,6.2,1,681,B
640,0,8.5,1.6,13,0,16.1,3,0,0,0,3.9,1973,18.4,9.8,8.6,41.3,87,1460,18.4,24.3,2.3,77.7,7.7,230,1,15,508,0,3040,0,0,1926.8,3,90,31.9,31,31,31.8,1927.8,1,0,5,30,-0.1,1,1,5.5,0,0,4.8,1,682,B
435.2,0,7.1,4.7,0,0,14.9,3,0,0,0,4.7,1636,10.9,9.4,13.3,14.6,87,1400,10.9,20,2,72.7,7.8,230,1,15,508,4.3,3040,0,0,1626.3,4,91,33.3,32.2,32.1,33.1,1625.8,1,0,5,32,-0.2,1,1,5.5,0.2,4,10.5,1,683,B
704,0,8.5,5.5,18,0,15.7,3,0,0,0,3.9,1674,19.9,9.4,-5.8,16.1,87,950,19.1,30.6,1.6,73,-6.7,230,1,15,508,0,3040,0,0,1585.8,4,91,34.6,33.8,34,34.4,1586.5,1,0,5,33,0,1,1,5.5,0.3,0,11.6,1,684,B
281.6,0,5.7,5.5,0,0,13.7,3,0,0,0,5.5,1483,7.4,10.2,-2.8,23.3,87,870,7.4,14.5,0.8,69.1,-2.8,230,1,15,508,0,3040,0,0,1630.3,4,91,35.5,34.4,34.6,35.4,1631,1,0,5,34,-0.4,1,0.9,5.5,0.1,8,2.8,1,685,B
307.2,0,6.1,3.9,0,0,14.1,3,0,0,0,4.7,1580,7.4,10.2,-16.7,19.9,88,870,7.4,14.5,1.6,71.5,-16.9,230,1,15,508,0,3040,0,0,1674.5,4,91,36.8,35.7,36,36.5,1675.3,1,0,5,35,-0.4,2,1.6,5.5,-0.7,24,-10.2,1,686,B
