Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Transmission_oil_temperature,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON_OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Trip,Time(s)
332.8,0,7.1,-3.1,44,0,14.5,2,0,0,0,6.3,880,16.4,13.3,7.8,1.1,84,880,16.4,34.1,2,60.9,8,230,1,15,508,0,3040,0,1,837,3,83,13.9,12.8,12.9,13.8,837,1,0,5,13,-0.3,2,3.1,0,0,0,-3.1,1,1646
371.2,0,7.1,-1.6,48,0,14.9,2,0,0,0,5.5,851,18,12.9,12.8,0.8,84,860,18,37.6,2,59.8,12.7,230,1,15,508,0,3040,0,1,762,3,83,12.5,11.8,12,12.5,761.5,1,0,5,12,-0.4,2,4.8,0,0,0,-2.1,1,1647
371.2,0,7.1,-2.3,51,0,14.9,2,0,0,0,5.5,829,19.1,12.9,14.1,-0.4,84,840,19.1,40.4,2,59,14.2,230,1,15,508,0,3040,0,1,713.5,3,83,11.8,10.1,10.1,11.8,714,1,0,5,11,-0.1,2,1.4,0,0,12,-16.5,1,1648
396.8,0,7.1,-2.3,51,0,14.9,2,0,0,0,5.5,828,19.5,12.9,15.1,0,85,830,19.5,41.2,2,59,15,230,1,15,508,0,3040,0,1,680.5,3,83,11.3,10.1,10.1,11.3,680.3,1,0,5,10,-0.3,2,3.8,0,-0.1,4,-26.9,1,1649
396.8,0,7.1,-1.6,52,0,14.9,2,0,0,0,5.5,846,19.5,12.9,13.3,-1.1,85,830,19.5,41.6,2,59.8,13.6,230,1,15,508,0,3040,0,1,651.5,3,83,10.9,10,10,10.8,652.3,1,0,5,10,0,1,1,0,-0.1,0,-31.4,1,1650
448,0.8,7.1,-1.6,51,0,14.9,2,0,0,0,5.5,943,22.3,12.9,17.1,9,85,840,22.3,39.6,2,61.7,17.1,230,1,15,508,0,3040,0,1,671.3,3,83,11.1,10.1,10.1,11.1,672,1,0,5,10,0.1,1,1,0,-0.2,8,-46.3,1,1651
371.2,0,7.1,-1.6,47,0,14.9,2,0,0,0,5.5,873,19.9,12.9,12.8,8.6,85,840,19.5,36.9,2,60.5,13.3,230,1,15,508,0,3040,0,1,707,3,83,11.9,10.1,10.1,11.8,707.8,1,0,5,11,0,1,1,0,-0.5,8,-55.7,1,1652
384,0,7.1,-1.6,49,0,14.9,2,0,0,0,5.5,841,18.4,12.9,13.5,0,85,840,18.4,39.2,2,59.4,13.7,230,1,15,508,0,3040,0,1,721.8,3,83,12.1,10.1,10.1,12,722.5,1,0,5,11,0,2,1.3,0,-0.3,8,-60.8,1,1653
371.2,0,7.1,-1.6,51,0,14.9,2,0,0,0,5.5,818,18.8,12.9,14.8,0,85,830,18.8,40.4,2,59,15.2,230,1,15,508,0,3040,0,1,703.5,3,83,11.9,10.1,10.1,11.8,703.5,1,0,5,10,-0.4,2,4.3,0,-0.3,20,-81.1,1,1654
396.8,0,7.1,-1.6,52,0,14.9,2,0,0,0,5.5,837,19.1,12.5,13,-1.1,85,830,19.1,41.2,2,59.4,13.4,230,1,15,508,0,3040,0,1,684.5,3,83,11.6,10.1,10.1,11.5,685.3,1,0,5,10,-0.1,1,1,0,-0.4,0,-65.4,1,1655
384,0,7.1,-1.6,51,0,14.9,2,0,0,0,5.5,835,18.4,12.5,11.5,-2.3,86,830,18.4,40.8,2,59.4,11.5,230,1,15,508,0,3040,0,1,723.3,3,83,12.1,10.2,10.5,12,724,1,0,5,11,-0.1,2,2.3,0,-0.2,24,-35.5,1,1656
384,0,7.1,-1.6,52,0,14.9,2,0,0,0,5.5,821,19.5,12.5,17.4,0.4,86,830,19.5,41.2,2,59,17.7,230,1,15,508,0,3040,0,1,658.8,3,83,10.9,9.6,9.6,10.9,657.8,1,0,5,10,-1,2,9.7,0,0,12,-28.9,1,1657
422.4,0,7.1,-1.6,54,0,14.9,2,0,0,0,5.5,828,20.3,12.5,15,0,86,820,20.3,43.1,2,59,15,230,1,15,508,0,3040,0,1,548.8,3,83,8.8,7.9,8,8.6,550.8,1,0,5,8,-0.7,2,7.2,0,0.1,8,-5.3,1,1658
371.2,0,6.6,-2.3,49,0,14.5,2,0,0,0,5.5,839,16.4,12.5,17,-3.4,86,810,16.8,38.4,2,59.4,16.4,230,1,15,490,0,3040,0,1,800.8,1,83,7.4,6.1,6.1,7.4,802,1,0,5,7,-0.4,1,2.7,0,0.2,20,1.1,1,1659
665.6,13.7,11.3,-0.8,57,0,17.6,2,0,0,0,4.7,1282,30.1,12.5,63.6,21.4,86,810,30.1,45.1,2,68,63.7,230,1,15,508,0,3040,0,1,1130.5,1,83,8.1,6.9,7,8,1137.5,1,0,5,8,0.4,1,1,0,0.2,0,17.3,1,1660
1433.6,18.4,15.5,0,67,0,21.2,2,0,0,0,3.9,2048,41.8,12.5,65.1,26.3,86,830,41.8,52.9,2,80.1,65.1,230,1,15,508,0,3040,0,1,1838.5,1,83,12.6,11.9,12,12.5,1846.8,1,0,5,12,1.4,1,1,0,0.2,16,22,1,1661
1740.8,18.4,16.5,1.6,66,0,22.4,2,0,0,0,3.1,2320,41,12.5,71.5,22.9,86,900,42.2,51.8,2.3,82.8,71.5,230,1,15,508,0,3040,0,1,2121.5,1,83,18,17.1,17.3,17.8,2118,1,0,5,17,1.2,1,1,0,0.1,8,9.7,1,1662
1664,16.4,16.5,2.3,67,0,22,2,0,0,0,3.1,2248,42.2,12.5,52.2,28.1,86,1020,42.2,51.8,2.3,82,52.2,230,1,15,508,0,3040,0,1,2044.3,2,83,22.8,21.9,21.9,22.6,2048.8,0,2,5,21,1,1,1,-0.5,0.1,8,1.6,1,1663
1088,11.7,12.2,2.3,47,0,18.4,2,0,0,0,3.9,2257,23.8,13.3,32,35.6,87,1060,27,33.7,2.3,82.4,59.6,230,1,15,508,0,3040,0,1,2171.3,2,83,25.8,24.6,24.8,25.6,2166.5,0,2,5,24,0.3,1,1,-1.5,0,12,0.1,1,1664
1510.4,19.5,17.4,0,75,0,22.4,2,0,0,0,3.9,1935,44.9,12.5,85.5,20.3,87,1290,45.3,59.6,2.3,79.3,85.5,230,1,15,508,0,3040,0,1,1702.8,3,83,28.1,27.1,27.1,27.9,1704.5,0,2,5,27,0.7,1,1,-1.5,0.1,0,3.7,1,1665
2124.8,28.1,25.8,0.8,91,0,28.6,2,0,0,0,3.1,2064,54.7,11.7,105.7,9.8,87,1450,54.7,77.6,2.3,80.1,105.7,230,1,15,508,0,3040,0,1,1943,3,83,32.3,31.4,31.6,31.9,1946.5,0,2,5,31,1.1,1,1.1,-1.5,0.4,8,12.4,1,1666
2764.8,28.5,31.5,2.3,95,0,32.5,2,0,0,0,3.1,2276,60.9,12.1,111.5,6.8,87,1480,60.9,85.9,2.3,82,111.5,230,1,15,508,0,3040,0,1,2244.3,3,83,37.3,36.2,36.3,36.9,2247.5,0,2,5,35,1.2,1,1,-1,0.5,0,10.2,1,1667
2880,26.2,26.8,0,87,0,29.4,2,0,0,0,3.1,2533,57,12.5,95.1,11.3,86,1520,57,78.4,2.7,84,95.1,230,1,15,508,0,3040,0,1,2522.5,3,83,41.9,40.7,41,41.5,2525.5,0,2,5,40,1.1,1,1,-1,0.2,8,2.5,1,1668
2393.6,23.8,23,-3.1,85,0,27.1,2,0,0,0,3.1,2334,51.6,12.5,70.4,9.4,86,1490,53.9,72.9,2.7,82.4,68.6,230,1,15,508,0,3040,0,1,2272.8,4,83,45.3,44.2,44.6,45,2268.3,0,1,5,43,0.7,1,1,-0.5,0,0,0.4,1,1669
844.8,0,7.1,2.3,32,0,14.5,2,0,0,0,4.7,2001,15.6,13.7,-24.7,13.5,86,1000,15.2,23.9,1.2,80.1,-24.8,230,1,15,508,0,3040,0,1,2027,4,83,46.8,46,46,46.6,2022.8,1,0,5,44,-0.1,1,1,-0.5,0.1,0,2.7,1,1670
473.6,0,8,14.1,32,0,15.3,2,0,0,0,5.5,1496,13.3,13.7,5.9,16.9,86,900,5.5,21.6,0,73.4,6.1,230,1,15,508,14.1,3040,0,1,1528,5,83,46.4,45.5,45.9,46,1527,0,1,5,44,-0.2,1,1,-0.5,0.1,0,-0.6,1,1671
358.4,1.2,5.7,5.5,27,0,14.1,2,0,0,0,6.3,1418,11.7,13.7,-7.9,19.1,86,900,11.3,17.6,2,72.3,-7.9,230,1,15,508,1.6,3040,0,1,1504.8,5,83,45.9,44.5,44.7,45.6,1505,0,1,5,44,-0.3,1,1,-0.5,0,4,5.1,1,1672
371.2,2.7,6.6,5.5,28,0,14.5,2,0,0,0,5.5,1433,12.1,13.7,-17.1,22.1,85,900,12.1,18.8,2,72.3,-17.4,230,1,15,508,0,3040,0,1,1481.8,5,83,45.1,44.1,44.1,44.8,1482,0,1,5,43,-0.3,1,1,-0.5,0.2,0,3.3,1,1673
780.8,12.5,11.8,2.3,50,0,18,2,0,0,0,4.7,1528,28.1,12.9,43,25.9,85,900,28.1,39.6,2,73.4,42.7,230,1,15,508,0,3040,0,1,1472.8,5,83,44.8,44,44,44.5,1473.3,0,2,5,43,-0.1,1,1,-0.5,0.1,0,1.2,1,1674
806.4,6.6,8.9,-0.8,50,0,16.5,2,0,0,0,3.9,1521,26.2,12.5,3.2,14.3,85,900,25.8,38.8,2,73.4,3.2,230,1,15,508,0,3040,0,1,1488.5,5,83,45.5,44.1,44.1,45.1,1489,0,2,5,43,0,1,1.1,-0.5,0,0,1.4,1,1675
384,2.3,6.6,0.8,30,0,14.5,2,0,0,0,5.5,1466,13.3,13.3,-13.2,21.4,85,900,13.3,20,2,72.7,-13.5,230,1,15,508,0,3040,0,1,1480.3,5,83,45,44,44.1,44.8,1480.5,0,1,5,43,-0.2,2,1.2,-0.5,0.1,0,4.4,1,1676
268.8,0,5.7,2.3,23,0,13.7,2,0,0,0,7,1394,7,13.7,-16.8,9.4,85,900,7,14.1,2.3,71.5,-16.5,230,1,15,508,0,3040,0,1,1435,5,83,43.6,42.7,42.9,43.5,1435,0,1,5,41,-0.7,2,5.1,-0.5,0.1,0,2,1,1677
256,0,5.7,1.6,24,0,13.7,2,0,0,0,7,1337,6.6,13.7,-18.7,6.8,85,890,6.6,14.9,2.3,70.7,-18.5,230,1,15,508,0,3040,0,1,1358,5,83,41.4,40.4,40.4,41.1,1358,0,1,5,39,-0.7,1,3.7,-0.5,0.1,0,1.6,1,1678
230.4,0,5.2,1.6,22,0,13.7,2,0,0,0,7,1286,6.3,13.7,-8.9,6.4,84,890,6.3,14.1,2.3,69.5,-8.9,230,1,15,508,0,3040,0,1,1320,5,83,40.3,39.1,39.4,40,1320.3,1,0,5,38,-0.4,1,1,-0.5,0,0,-3.1,1,1679
844.8,18.4,13.6,0.8,57,0,19.2,2,0,0,0,4.7,1541,31.6,12.9,78.3,24,84,880,31.6,44.7,2,73.4,78.2,230,1,15,508,0,3040,0,1,1309.5,5,83,39.8,38.2,38.5,39.5,1310.3,1,0,5,38,0,1,1.1,-0.5,-0.1,0,-3.2,1,1680
1241.6,9.4,11.8,2.3,59,0,18.8,2,0,0,0,3.9,1747,35.2,12.5,4.9,20.3,84,880,34.8,46.3,2,77,4.4,230,1,15,508,0,3040,0,1,1349,5,83,41.3,40,40.1,41,1350,1,0,5,39,0.3,1,1,-0.5,-0.1,0,-5,1,1681
332.8,0,6.1,0.8,28,0,14.1,2,0,0,0,6.3,1313,12.5,13.3,-2.1,16.9,84,890,12.1,18.4,2.3,70.3,-2.1,230,1,15,508,0,3040,0,1,1355.5,5,83,41.4,40.1,40.1,41.3,1356,1,0,5,39,-0.2,1,1.1,-0.5,-0.3,0,-6.6,1,1682
780.8,13.3,12.2,0.8,53,0,18.8,2,0,0,0,3.9,1512,29.3,12.5,41.7,23.3,84,890,28.9,41.6,2,73.4,39.5,230,1,15,508,0,3040,0,1,1354.5,5,83,41.3,40,40.1,41,1355,0,1,5,39,0,1,1,-0.5,-0.3,0,-6.1,1,1683
576,1.2,7.1,1.6,37,0,14.9,2,0,0,0,4.7,1429,18.8,12.5,-0.2,19.9,84,890,18.8,27.1,2.3,72.3,-0.3,230,1,15,508,0,3040,0,1,1361.3,5,83,41.5,40.1,40.1,41.3,1361.8,0,0,5,39,-0.1,1,1.1,-0.5,-0.1,4,-2.7,1,1684
358.4,0.8,6.6,0.8,30,0,14.5,2,0,0,0,5.5,1337,13.7,13.3,-3.9,18.8,84,890,13.3,20.4,2.3,70.7,-4.1,230,1,15,508,0,3040,0,1,1348,5,83,41.1,40,40.1,40.9,1348.3,1,0,5,39,-0.2,1,1,-0.5,-0.3,0,-6.8,1,1685
268.8,0,6.1,1.6,27,0,14.1,2,0,0,0,6.3,1177,10.5,13.7,-7.5,11.3,84,890,10.5,17.6,2.3,68,-7.5,230,1,15,508,0,3040,0,1,1329.5,5,83,40.6,39.6,39.9,40.4,1329.8,1,0,5,38,-0.3,1,1,-0.5,-0.3,0,-5.2,1,1686
345.6,0,5.7,2.3,31,0,13.7,2,0,0,0,7,985,10.5,13.7,-8.4,2.3,84,880,10.5,21.2,2.3,63.7,-8.2,230,1,15,508,0,3040,0,1,1303.5,5,83,39.8,38.3,38.4,39.5,1303.8,1,0,5,37,-0.3,1,1,0,-0.2,0,-5.2,1,1687
256,0,5.7,0.8,33,0,13.7,2,0,0,0,7,935,10.5,13.7,2.3,1.9,84,880,10.5,23.1,2.3,62.5,2.3,230,1,15,508,0,3040,0,1,1274.8,5,83,38.8,38,38,38.6,1275,1,0,5,37,-0.3,1,1,0.5,0.1,4,3.7,1,1688
448,9.4,9.4,0,41,0,15.7,2,0,0,0,5.5,1266,20.7,13.3,57.2,26.6,84,880,20.7,30.2,2.3,68.8,56.9,230,1,15,508,0,3040,0,1,1259.3,5,83,38.3,37.6,38,38,1259.8,1,0,5,36,-0.2,1,1,1,0.1,0,0.2,1,1689
1344,14.8,15,0,70,0,21.2,2,0,0,0,3.9,1894,40.2,12.5,49.9,25.1,84,880,40.2,52.9,2,78.5,49.9,230,1,15,508,0,3040,0,1,1652.5,4,83,38.8,37.8,38,38.4,1658.3,1,0,5,37,0.2,1,1,1,0.1,0,2.3,1,1690
1395.2,17.6,15.5,-2.3,70,0,21.2,2,0,0,0,3.9,2048,41.4,12.5,72.9,27.8,84,880,41,51.8,2.3,80.9,72.9,230,1,15,508,0,3040,0,1,1837,4,83,40.1,39.1,39.2,39.8,1838.3,0,2,5,38,0.4,1,1.1,1,0.2,0,2.6,1,1691
1625.6,20.7,16.9,-1.6,74,0,22,2,0,0,0,3.9,2069,46.1,12.5,81.9,21.8,84,890,45.7,58.4,2.3,80.9,81.9,230,1,15,508,0,3040,0,1,1928.3,4,83,42.1,41.1,41.2,41.9,1930,0,2,5,40,0.5,1,1,1,0.1,0,1.9,1,1692
1907.2,25.8,20.7,-1.6,83,0,25.1,2,0,0,0,3.9,2095,51.6,11.7,95.2,15,84,890,51.6,69,2.3,80.9,95.2,230,1,15,508,0,3040,0,1,2044.8,4,83,44.8,43.5,43.6,44.4,2046.5,0,2,5,42,0.6,1,1,0.5,0,0,-0.3,1,1693
2176,26.2,22.6,0,86,0,26.3,2,0,0,0,3.1,2179,53.5,12.1,95,12.8,84,900,53.5,72.2,2.3,81.3,95.2,230,1,15,508,0,3040,0,1,2168.3,4,83,47.5,46.2,46.6,47,2170,0,2,5,45,0.7,1,1,0.5,0,0,-1.2,1,1694
2060.8,21.1,18.8,1.6,75,0,23.9,2,0,0,0,3.1,2296,48.8,12.5,67.1,20.3,84,900,48.8,61.6,2.3,82.4,67.1,230,1,15,508,0,3040,0,1,2290.3,4,83,50.1,48.9,49.2,49.8,2292,0,2,5,48,0.6,1,1,0,-0.1,0,0.8,1,1695
934.4,6.2,8.9,1.6,40,0,16.9,2,0,0,0,3.9,2106,21.9,12.5,0.8,40.1,84,910,21.9,27.1,2.3,81.3,0.4,230,1,15,508,0,3040,0,1,2079.8,4,83,51.4,50.1,50.1,51.1,2073.5,0,1,5,49,0,1,1,0,0.3,4,4.3,1,1696
332.8,0,5.7,6.3,23,0,13.7,2,0,1,0,6.3,1619,5.5,12.9,-31.4,5.3,84,910,5.5,14.5,0.4,75.8,-31.4,230,1,15,508,0,3040,0,1,1669.8,5,83,50.9,50,50,50.6,1670,0,1,5,48,-0.4,1,1,0,0,4,-1,1,1697
0,0,7.5,0,28,0,14.9,2,0,1,0,5.5,1630,0,12.9,-31.2,-7.1,84,910,0,19.2,0,75.4,-31.2,230,1,15,508,0,3040,0,1,1629.8,5,83,49.6,48.3,48.4,49.4,1629.8,0,1,5,47,-0.5,1,1,0,-0.1,0,-0.9,1,1698
0,0,7.1,0,29,0,14.9,2,0,1,0,5.5,1585,0,12.9,-31.5,-7.5,84,900,0,20.4,0,74.6,-31.5,230,1,15,508,0,3040,0,1,1585.3,5,83,48.3,47.2,47.4,48,1585.3,0,1,5,46,-0.5,1,1.1,0,0,0,0.2,1,1699
0,0,7.1,0,29,0,14.9,2,0,1,0,5.5,1533,0,13.3,-32.3,-7.1,84,900,0,19.2,0,73.8,-32.3,230,1,15,508,0,3040,0,1,1537.8,5,83,46.8,45.9,46,46.6,1537.8,0,1,5,45,-0.5,2,1.4,0,0.2,0,3.7,1,1700
0,0,7.1,0,29,0,14.5,2,0,1,0,5.5,1469,0,13.7,-32.5,-6.4,85,900,0,18.4,0,72.3,-32.5,230,1,15,508,0,3040,0,1,1484.5,5,83,45.1,44.2,44.2,44.9,1484.3,0,1,5,43,-0.5,1,1.7,0,0.3,0,1.6,1,1701
0,0,6.6,0,27,0,14.5,2,0,1,0,6.3,1419,0,13.3,-31.8,-5.3,85,900,0,17.3,0,71.5,-31.8,230,1,15,508,0,3040,0,1,1435,5,83,43.6,42.5,42.8,43.4,1435,0,1,5,42,-0.5,1,1,0,0.2,0,0.3,1,1702
0,0,6.1,0,26,0,14.1,2,0,1,0,6.3,1359,0,12.9,-32.3,-5.3,85,890,0,16.5,0,70.7,-32.3,230,1,15,508,0,3040,0,1,1385.5,5,83,42.1,41.2,41.4,42,1385.5,0,1,5,40,-0.5,1,1.4,0,0,0,0.4,1,1703
0,0,5.7,0,25,0,14.1,2,0,1,0,7,1309,0,13.7,-32.5,-5.3,85,890,0,15.7,0,69.5,-32.5,230,1,15,508,0,3040,0,1,1336.3,5,83,40.6,39.9,39.9,40.5,1336.3,0,1,5,39,-0.5,2,1.1,0.5,0.2,0,3.7,1,1704
179.2,0,5.2,0,25,0,13.7,2,0,0,0,7,1131,5.1,13.7,-8.5,6,85,880,5.5,15.3,2,66.8,-8.3,230,1,15,508,0,3040,0,1,1296.3,5,83,39.4,38.2,38.3,39.1,1296.5,1,0,5,38,-0.4,1,1.1,0.5,0.2,0,4.4,1,1705
294.4,0,6.6,0,32,0,14.1,2,0,0,0,7,998,12.5,13.7,10.8,7.1,85,880,12.5,22.4,2.3,64.5,10.8,230,1,15,508,0,3040,0,1,1269,5,83,38.6,38,38,38.4,1269.3,1,0,5,37,-0.3,1,1,0.5,0.2,0,0.8,1,1706
486.4,1.6,7.1,3.9,36,0,15.3,2,0,0,0,5.5,1302,18.8,13.7,12.6,31.5,85,880,18.8,26.3,2.3,70.3,12.6,230,1,15,508,0,3040,0,1,1260.3,5,83,38.3,37.9,37.9,38.1,1260.8,1,0,5,36,-0.2,1,1,0,0.2,0,7.1,1,1707
614.4,10.2,10.4,-0.8,49,0,16.9,2,0,0,0,4.7,1367,24.2,13.3,50.7,32.6,84,880,24.2,33.7,2.3,71.5,50.7,230,1,15,508,0,3040,0,1,1256.8,5,83,38.3,37.6,37.9,38,1257.5,1,0,5,36,-0.1,1,1,-0.5,0.3,0,4.8,1,1708
1011.2,9.4,10.8,0.8,58,0,18,2,0,0,0,3.9,1565,32,12.9,20.5,24.8,84,880,31.6,43.9,2,75.4,20.5,230,1,15,508,0,3040,0,1,1273,5,83,38.8,38,38,38.5,1273.8,1,0,5,37,0.1,1,1,-0.5,0.2,0,2.3,1,1709
422.4,0,6.1,3.1,32,0,14.1,2,0,0,0,5.5,1293,14.8,13.3,-7.2,14.6,84,880,14.5,22.4,2.3,70.3,-6.9,230,1,15,508,0,3040,0,1,1286.3,5,83,39.3,38.1,38.1,39,1286.5,1,0,5,37,-0.2,1,1,-0.5,0,0,0,1,1710
614.4,11.3,11.8,2.3,48,0,17.6,2,0,0,0,5.5,1372,24.6,12.9,76.8,21.4,84,880,25,36.1,2,70.7,76.5,230,1,15,508,0,3040,0,1,1301.3,5,83,39.6,38.2,38.3,39.3,1302.3,1,0,5,38,-0.1,1,1,-0.5,-0.1,4,-2.1,1,1711
1126.4,7.4,10.8,3.1,57,0,18.4,2,0,0,0,3.9,1682,33.2,12.5,8.5,21.8,84,880,32.8,44.3,2,76.2,7.5,230,1,15,508,0,3040,0,1,1355.5,5,83,41.4,40.1,40.2,41.1,1356.5,0,1,5,39,0.2,1,1,-0.5,0,0,-1,1,1712
409.6,0,7.5,3.1,33,0,15.3,2,0,0,0,5.5,1387,15.6,13.3,19.1,24.4,84,890,15.6,22.7,2.3,71.5,19.1,230,1,15,508,0,3040,0,1,1385.5,5,83,42.1,41.4,41.9,41.9,1386,0,2,5,40,-0.2,1,1.1,-0.5,0.1,0,0.1,1,1713
806.4,11.7,11.3,0.8,56,0,18,2,0,0,0,3.9,1457,30.9,12.5,40.3,26.3,84,890,30.9,42.7,2,72.7,40.2,230,1,15,508,0,3040,0,1,1406.3,5,83,42.9,41.9,42,42.6,1407,0,2,5,41,0,1,1.1,-0.5,0,0,-1.2,1,1714
1177.6,17.2,16,-0.8,74,0,20.8,2,0,0,0,3.9,1594,41,12.1,85.4,18.4,84,890,41,58.4,2,74.6,84.7,230,1,15,508,0,3040,0,1,1451,5,83,44.3,42.9,43.2,43.9,1452,0,2,5,42,0.2,1,1,-0.5,0,0,-1.6,1,1715
1804.8,16,18.3,0.8,78,0,24.7,2,0,0,0,3.1,1995,46.9,12.1,35.4,12,84,900,46.1,63.5,2.3,80.1,32.7,230,1,15,508,0,3040,0,1,1586,4,83,46.3,45.1,45.3,46,1589.8,1,0,5,44,0.3,1,1,-0.5,0,0,-0.9,1,1716
499.2,0,6.1,6.3,29,0,14.5,2,0,0,0,5.5,1500,12.1,13.3,-11.5,12.4,84,900,11.7,20,0.8,73.4,-11.7,230,1,15,508,0,3040,0,1,1581.5,5,83,47.3,46.1,46.1,47,1579.8,0,1,5,45,-0.2,2,1.5,-0.5,0.1,0,0.8,1,1717
256,0,6.1,5.5,24,0,13.7,2,0,1,0,6.3,1481,3.9,13.7,-32,1.1,84,900,3.9,14.5,1.2,73,-32,230,1,15,508,0,3040,0,1,1503.5,5,83,45.8,44.8,44.9,45.6,1503,0,1,5,43,-1,2,7.8,-0.5,0,4,-2.6,1,1718
0,0,6.6,0,28,0,14.5,2,0,1,0,6.3,1377,0,12.9,-32,-6,84,890,0,18.4,0,71.1,-32,230,1,15,508,0,3040,0,1,1377.3,5,83,41.9,40.8,41,41.6,1376.3,0,1,5,40,-1.4,2,11.9,-0.5,0.1,0,-0.9,1,1719
115.2,0,5.7,0,26,0,13.7,2,0,0,0,7,1127,0.8,13.7,-3.1,1.5,84,880,1.6,17.3,0.8,66.8,-3,230,1,15,508,0,3040,0,1,1271.8,5,83,38.8,37.5,37.5,38.5,1271.3,1,0,5,37,-0.9,2,7.5,-0.5,0,0,-6.7,1,1720
320,0,6.1,0,34,0,14.1,2,0,0,0,6.3,988,11.7,13.7,-5.1,0,84,880,11.7,23.9,2.3,64.1,-4.7,230,1,15,508,0,3040,0,1,1218.8,5,83,37.1,36,36.1,36.9,1219,1,0,5,35,-0.3,2,1,-0.5,-0.1,0,-4.1,1,1721
320,0,6.1,2.3,33,0,13.7,2,0,0,0,7,992,10.5,13.7,1.6,-1.1,84,870,10.9,22.7,2.3,64.5,1.6,230,1,15,508,0,3040,0,1,1199.8,5,83,36.5,35.9,36,36.4,1200.3,1,0,5,35,-0.3,1,1,-0.5,-0.2,0,-3.6,1,1722
563.2,9.8,9.9,1.6,45,0,16.5,2,0,0,0,5.5,1258,23.4,13.3,55.1,26.6,84,870,23.4,33.7,2.3,69.1,55.1,230,1,15,508,0,3040,0,1,1191.5,5,83,36.1,35.3,36,36,1192,1,0,5,34,-0.1,1,1,-0.5,0,0,1.9,1,1723
1024,10.5,11.3,0,58,0,18,2,0,0,0,3.9,1546,33.6,12.9,33.9,26.6,84,870,33.6,45.1,2,75,33.9,230,1,15,508,0,3040,0,1,1212,5,83,36.9,36,36.1,36.6,1213,1,0,5,35,0.1,1,1,0,0,0,-1.6,1,1724
627.2,6.6,8.9,-0.8,51,0,16.5,2,0,0,0,4.7,1378,25.4,12.9,27.4,32.3,84,870,25.4,34.5,2.3,71.9,27.5,230,1,15,508,0,3040,0,1,1232.8,5,83,37.6,36.1,36.1,37.4,1233.5,1,0,5,36,0,1,1,0,0,0,1.2,1,1725
435.2,0,6.1,-0.8,39,0,14.5,2,0,0,0,5.5,1250,16,12.9,-5.5,12.4,84,880,15.6,25.9,2.3,69.5,-5.3,230,1,15,508,0,3040,0,1,1236,5,83,37.8,36.2,36.1,37.5,1236.5,1,0,5,36,-0.2,1,1,0,0.2,0,2.2,1,1726
256,0,6.1,0.8,32,0,14.1,2,0,0,0,7,991,11.3,13.7,-7.7,5.3,84,870,11.3,21.6,2.3,64.1,-7.9,230,1,15,508,0,3040,0,1,1223,5,83,37.3,36.1,36.1,37,1223.3,1,0,5,35,-0.3,1,1,0,0.1,0,0.8,1,1727
268.8,0,6.1,0.8,33,0,14.1,2,0,0,0,7,942,10.5,13.7,-8.4,0.8,84,870,10.5,23.1,2.3,62.5,-8,230,1,15,508,0,3040,0,1,1202.5,5,83,36.6,36,36,36.4,1203,1,0,5,35,-0.3,1,1,0,0.1,0,1.1,1,1728
268.8,0,5.7,-1.6,34,0,13.7,2,0,0,0,7,905,10.5,13.7,-6.2,0.4,84,870,10.5,24.3,2,61.7,-6.3,230,1,15,508,0,3040,0,1,1186.5,5,83,36.1,35.2,35.5,35.9,1186.8,1,0,5,34,-0.3,1,1,0,0.1,0,-0.7,1,1729
345.6,2.3,7.1,-1.6,35,0,14.5,2,0,0,0,6.3,1161,15.2,13.7,11.1,17.6,84,870,15.6,25.5,2,66.4,11.1,230,1,15,342,0,3040,0,1,1497.8,4,83,35.3,34.1,34.1,35,1502.8,1,0,5,33,-0.4,1,1,0,0.1,0,-0.5,1,1730
